assay_id,uniprot_id,seed,fold,split,model,calibration_method,retained_fraction,retained_rows,mae,normalized_mae,uncertainty_threshold
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,459,0.6411194240026917,0.5288608112527629,1.1811413133513184
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,122,0.8077746379223749,1.1031708109493352,0.6510704061308898
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,244,0.9719474231682697,1.3273801586225276,0.703096857036499
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,366,0.9620354032206919,1.3138433990235387,0.7244840269505615
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,487,0.9125187816800137,1.246218978825104,1.2591987422860258
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,121,0.6920991993511677,0.8050492282231773,0.5756538788751832
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,242,0.715201905278606,0.8319222770493967,0.6095626722680054
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,363,0.710220013624283,0.8261273447114252,0.8372465492768555
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,483,0.7265194552730194,0.8450868420379436,1.1568454865351716
A4D664_9INFA_Soh_2019,A4D664_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,722,0.3737955795307101,0.8246589927344175,0.2844744672684089
A4D664_9INFA_Soh_2019,A4D664_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,1444,0.3829349629383811,0.8448220848839981,0.3252423325197542
A4D664_9INFA_Soh_2019,A4D664_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,2166,0.3939096195386066,0.8690341134716838,0.33193108001804006
